director_name,actor_name,"gross,",eval
Chris Weitz,Robert Peters,1754319.0,4
David Cronenberg,Lynn Redgrave,1641788.0,4
Eric Blakeney,Mitch Pileggi,1631839.0,4
Douglas McGrath,Jim Broadbent,1309849.0,4
Ariel Vromen,Robert Davi,1939441.0,4
Rakesh Roshan,Sharat Saxena,,0
John Waters,Kevin Nealon,1276984.0,4
William Friedkin,Carol Sutton,1987762.0,4
Derrick Borte,Robert Pralgo,1474508.0,4
Richard Kwietniowski,Maury Chaykin,1011054.0,4
Bob Odenkirk,Will Forte,900926.0,3
Kar-Wai Wong,Adriane Lenox,866778.0,3
John Turturro,George DiCenzo,836641.0,3
Guy Ritchie,David Thornton,598645.0,3
Joshua Seftel,Ned Bellamy,578527.0,3
Stephen Chow,Kwok-Kwan Chan,488872.0,3
Vincent Gallo,Anna Vareschi,365734.0,2
Claude Chabrol,Michel Serrault,231417.0,2
Jon Stewart,Haluk Bilginer,3093491.0,4
Bigas Luna,Romane Bohringer,244465.0,2
Ralph Fiennes,Lubna Azabal,756452.0,3
Dan Harris,Larry Fessenden,228524.0,2
Mel Smith,Mary McCormack,226792.0,2
Bobcat Goldthwait,Henry Simmons,221210.0,2
Christopher Smith,Laura Harris,136432.0,2
Stuart Gordon,Jeffrey Combs,131617.0,2
Jake Scott,Kerry Cahill,152857.0,2
Alan Metter,G.W. Bailey,126247.0,2
Jeb Stuart,Lee Norris,82739.0,1
Rafa Lara,William Miller,169379.0,2
Michael Radford,James Brolin,,0
Arthur Hiller,Ryan O'Neal,15447.0,1
Michael Meredith,Ted Danson,19348.0,1
Julio DePietro,Aaron Yoo,100503.0,2
Katherine Dieckmann,Anthony Edwards,92900.0,1
William Dear,Sandra Echeverría,140987.0,2
Kim Farrant,Sean Keenan,,0
Marcus Raboy,Glenn Plummer,,0
Scott Marshall,Larry Miller,5561.0,1
Álex de la Iglesia,Danny Sapani,3607.0,1
Andrew Traucki,Adrienne Pickering,,0
Michael Clancy,Kelly Preston,70527.0,1
Patrick Lussier,Adrian Holmes,,0
Robert Adetuyi,Chase Armitage,,0
Kari Skogland,Michael McElhatton,,0
Taedong Park,Amanda Troop,,0
Paul Schrader,Derek Jacobi,,0
Benedikt Erlingsson,Sigríður María Egilsdóttir,11835.0,1
Gurinder Chadha,Shabana Azmi,,0
Jason Connery,Jason London,,0
Vic Sarin,John Light,,0
Jim Issa,Jon Gries,,0
Jee-woon Kim,Dal-su Oh,128486.0,2
Douglas Aarniokoski,Kathleen Turner,,0
William Phillips,Dustin Milligan,,0
Greg Mottola,Wendie Malick,16025394.0,5
Andy Garcia,Enrique Murciano,2483955.0,4
Steve Carr,Rolando Molina,57176582.0,6
Sarik Andreasyan,Akon,,0
Lewis Gilbert,Desmond Llewelyn,43100000.0,5
Julian Gilbey,Malese Jow,,0
Michael Haneke,Jean-Louis Trintignant,225377.0,2
Gary Sherman,Zelda Rubinstein,14114488.0,5
Valeri Milev,Jesse Garcia,,0
Stanley Kramer,Spencer Tracy,46300000.0,5
Pedro Almodóvar,Antonio de la Torre,12899702.0,5
Gerald Potterton,Don Francks,,0
Jared Hess,Héctor Jiménez,113155.0,2
Richard Loncraine,Kristin Scott Thomas,2600000.0,4
David Hackl,Luisa D'Oliveira,,0
Anurag Basu,Kabir Bedi,1602466.0,4
Lars von Trier,Charlotte Rampling,3029870.0,4
Kriv Stenders,Luke Ford,,0
Yash Chopra,Vic Waghorn,3047539.0,4
Ridley Scott,Bolaji Badejo,78900000.0,6
Tobe Hooper,Marilyn Burns,30859000.0,5
Floria Sigismondi,Johnny Lewis,3571735.0,4
Norman Jewison,Rosalind Harris,50000000.0,0
Terence Young,Lois Maxwell,63600000.0,6
Joseph Kahn,Parker Bagley,,0
Ferzan Ozpetek,Lunetta Savino,,0
F. Gary Gray,Blair Underwood,36049108.0,5
Malcolm D. Lee,Jarrod Bunch,34074895.0,5
Tom Holland,Dinah Manoff,33244684.0,5
Michael Moore,Bill Clinton,24530513.0,5
James DeMonaco,Roberta Valderrama,71519230.0,6
Kris Isacsson,Shawn Hatosy,20035310.0,5
Danny Leiner,Paula Garcés,18225165.0,5
Rod Lurie,William Petersen,17804273.0,5
Ben Younger,Herbert Russell,16938179.0,5
John Landis,Ralph Bellamy,90400000.0,6
Glen Morgan,Andrea Martin,16235293.0,5
Daniel Taplitz,Patrick Cranshaw,11827301.0,5
Kenneth Branagh,Danny Webb,10161099.0,5
Tamara Jenkins,Gbenga Akinnagbe,6610326.0,4
Linda Mendoza,Maria Conchita Alonso,6126237.0,4
Christopher McQuarrie,Dylan Kussman,6047856.0,4
Burr Steers,Bill Irwin,4681503.0,4
Hart Bochner,Chris Young,4350774.0,4
Michael O. Sajbel,Mircea Monroe,3420871.0,4
Stewart Raffill,Robert Urich,,0
Davis Guggenheim,Carly Schroeder,2955039.0,4
Bart Freundlich,Dagmara Dominczyk,1530535.0,4
Andrew Fleming,David Arquette,4881867.0,4
Todd Haynes,Janet McTeer,1043487.0,4
Hong-jin Na,Woo-hee Chun,770629.0,3
Kevin Tancharoen,Kevin McHale,11860839.0,5
Chatrichalerm Yukol,Mai Charoenpura,454255.0,3
Dario Argento,Sally Kirkland,349618.0,2
Eric Lavaine,Lionel Abelanski,,0
Mike Leigh,Gary McDonald,112935.0,2
Marc Forby,Shaun Evans,883887.0,3
Peter Cattaneo,Peter Callan,13751.0,1
Scott Mann,D.B. Sweeney,,0
Ole Christian Madsen,Christian Berkel,145109.0,2
Meiert Avis,Perrey Reeves,1046166.0,4
Julian Jarrold,John Henshaw,,0
André Téchiné,Émilie Dequenne,2874.0,1
Emily Young,Jonathan Tucker,,0
Peter Faiman,David Gulpilil,174635000.0,7
Martyn Pick,Donald Sumpter,,0
Roland Suso Richter,Stephen Rea,,0
Jeremy Sims,Steve Le Marquand,,0
Maïwenn,Karin Viard,171320.0,2
Joby Harold,Denis O'Hare,14373825.0,5
Ekachai Uekrongtham,Celina Jade,162.0,1
Joel Schumacher,Jason Patric,32222567.0,5
Scott Cooper,Debrianna Mansini,39462438.0,5
Mark Rydell,Alan Bates,29200000.0,5
David E. Talbert,Boris Kodjoe,21564616.0,5
Roger Vadim,Milo O'Shea,,0
Nils Gaup,Stian Smestad,,0
Alexander Payne,Molly Hagan,14879556.0,5
Mira Nair,Tabu,13569248.0,5
Ari Sandel,Skyler Samuels,34017854.0,5
Vondie Curtis-Hall,Valarie Pettiford,4273372.0,4
Tom Elkins,Brad James,,0
Woo-Suk Kang,Kyung-gu Sol,,0
Jane Campion,Samuel Roukin,4440055.0,4
Karan Johar,Christopher B. Duncan,4018695.0,4
Herbert Ross,Lori Singer,80000000.0,6
J.C. Chandor,,6262942.0,4
John Sayles,Vanessa Martinez,1997807.0,4
Vipul Amrutlal Shah,Riteish Deshmukh,1207007.0,4
Ken Loach,Martin Lucey,1829142.0,4
Ayan Mukerji,Aditya Roy Kapoor,3827466.0,4
John G. Avildsen,William Bassett,90800000.0,6
Mervyn LeRoy,Robert Taylor,,0
Darren Lynn Bousman,Paul Sorvino,140244.0,2
Serdar Akar,Ghassan Massoud,,0
Quentin Tarantino,Phil LaMarr,107930000.0,7
James Frawley,Dom DeLuise,76657000.0,6
Dan Gilroy,James Huang,32279955.0,5
Jay Chandrasekhar,Jay Chandrasekhar,4992159.0,4
Robert Wise,Nicholas Hammond,163214286.0,7
Ron Howard,Patrick Cronin,69800000.0,6
Jonathan Dayton,Jill Talley,59889948.0,6
Rob Reiner,Casey Siemaszko,52287414.0,6
Danny Boyle,David Schneider,45063889.0,5
Chris Stokes,Steve Harvey,40066497.0,5
Don Siegel,Fred Ward,36500000.0,5
Rick Famuyiwa,Wendell Pierce,27362712.0,5
Martin Lawrence,Della Reese,34746109.0,5
Jonathan Levine,Bryce Dallas Howard,34963967.0,5
Masayuki Ochiai,Daisy Betts,25926543.0,5
George A. Romero,Adrienne Barbeau,,0
Tom Gormican,Josh Pais,26049082.0,5
Ken Shapiro,Mary Kay Place,,0
Justin Tipping,Justin Hall,,0
Kenneth Branagh,Brian Blessed,22551000.0,5
Peter R. Hunt,Desmond Llewelyn,22800000.0,5
Wes Craven,Tracy Middendorf,18090181.0,5
John Schultz,Keri Lynn Pratt,17843379.0,5
Doug Atchison,Tzi Ma,18811135.0,5
Tamra Davis,Clarence Williams III,17278980.0,5
Jonas Elmer,Harry Connick Jr.,16699684.0,5
Stephen Gaghan,Kayvan Novak,50815288.0,6
Mary Harron,Samantha Mathis,15047419.0,5
Miguel Arteta,Tim Blake Nelson,14015786.0,5
Erik Canuel,Sarain Boylan,,0
Troy Duffy,Clifton Collins Jr.,10269307.0,5
James Ivory,Diego Velazquez,,0
Nicole Holofcener,Michaela Watkins,17536788.0,5
Will Gluck,Fred Armisen,58401464.0,6
Matty Rich,Larenz Tate,8880705.0,4
E. Elias Merhige,Catherine McCormack,8279017.0,4
Joe Nussbaum,Aimee Teegarden,10106233.0,5
Matt Reeves,Carol Kane,,0
Steve Rash,Jake Busey,4692814.0,4
Fina Torres,Mark Feuerstein,5018450.0,4
James Ivory,Samuel West,25967000.0,5
Duke Johnson,David Thewlis,3442820.0,4
Mike Leigh,Phil Davis,3205244.0,4
François Ozon,Emmanuelle Béart,3076425.0,4
Mark L. Lester,Vernee Watson,2275557.0,4
David Dobkin,Kevin Rahm,1789892.0,4
Anna Boden,Jim Gaffigan,6350058.0,4
Nigel Cole,Sally Hawkins,1094798.0,4
Anand Tucker,Gina McKee,1071240.0,4
Steve James,Amy Locane,532190.0,3
Michael Winner,John Gielgud,,0
Tomm Moore,Evan McGuire,686383.0,3
John Carney,Mary Catherine Garrison,16168741.0,5
David Jacobson,Rory Culkin,568695.0,3
Michael Corrente,Alexa Havins,398420.0,2
Edward Hall,Charlotte Rampling,,0
Keith Gordon,Alfre Woodard,336456.0,2
David Leland,Steven Mackintosh,146083.0,2
Andrew Currie,Kesun Loder,298110.0,2
Andrew Wilson,Jacob Vargas,127144.0,2
Jonathan Lynn,Geoff Bell,117190.0,2
Marc Schölermann,Johnny Whitworth,108662.0,2
Robert Moresco,Dash Mihok,53481.0,1
Thomas Vinterberg,William Hootkins,23106.0,1
Claudia Llosa,William Shimell,52961.0,1
Katsuhiro Ôtomo,Tesshô Genda,439162.0,3
John Herzfeld,Jason Flemyng,,0
Charles Binamé,Julie LeBreton,,0
Keith Parmer,Grant Bowler,,0
Dennie Gordon,Jack Kao,50000.0,1
Ol Parker,Darren Boyd,671240.0,3
Bruce Beresford,Natalie Coughlin,,0
François Ozon,Jean-Claude Lecas,10105505.0,5
James Nunn,Kacey Clarke,,0
David Webb Peoples,Anna Katarina,882290.0,3
Michael Winnick,Craig Sheffer,,0
Bruce Beresford,Patti LuPone,106593296.0,7
George Tillman Jr.,Vivica A. Fox,43490057.0,5
Stanley Tong,Garvin Cross,32333860.0,5
David Oelhoffen,Ángela Molina,,0
Jason Reitman,Todd Louiso,24792061.0,5
Eli Roth,Stanislav Ianevski,17544812.0,5
Lone Scherfig,Ellie Kendrick,12574715.0,5
Anand Tucker,Clyde Kusatsu,10281585.0,5
Tony Richardson,Nastassja Kinski,5100000.0,4
Joe Carnahan,Alan Van Sprang,10460089.0,5
Paul Gross,Kari Matchett,4239767.0,4
Charles Robert Carner,Richard Bull,4131640.0,4
Russell Holt,Tiffany Dupont,3347439.0,4
Mike Judge,Clifton Collins Jr.,10814185.0,5
Larry Charles,Bruce Dern,533344.0,3
Claude Miller,Roschdy Zem,206400.0,2
Michael Winterbottom,Natalie Mendoza,197148.0,2
Sacha Bennett,Vincent Regan,,0
Paul Haggis,Jennifer Esposito,54557348.0,6
Rodrigo García,Mark Williams,3014541.0,4
Jeta Amata,Razaaq Adoti,,0
Siddharth Anand,Vic Aviles,872643.0,3
Vincent Paronnaud,Danielle Darrieux,4443403.0,4
Joe Dante,Haley Bennett,,0
Dennis Gansel,Jennifer Ulrich,,0
Nicolas Winding Refn,Charles Baker,1330827.0,4
Daniel Barber,Sean Harris,1818681.0,4
Sam Raimi,Kirsten Dunst,336530303.0,8
Robert Marcarelli,Ayla Kell,12610552.0,5
Jason Reitman,Rainn Wilson,143492840.0,7
Ernie Barbarash,Brahim Achabbakhe,,0
Guy Hamilton,Jill St. John,43800000.0,5
Francis Ford Coppola,Robert Duvall,134821952.0,7
Adrian Lyne,Lee Ving,94900000.0,6
Marc Webb,Zooey Deschanel,32391374.0,5
Jane Campion,Geneviève Lemon,40158000.0,5
Steven Soderbergh,Matthew McConaughey,113709992.0,7
Jonathan Liebesman,Angus Sampson,32131483.0,5
Guy Hamilton,Clifton James,35400000.0,5
Jay Russell,Cody Linley,34099640.0,5
Adam Brooks,Paulina Gerzon,31973840.0,5
Salim Akil,Laz Alonso,37295394.0,5
Baz Luhrmann,Steve Bisley,144812796.0,7
George Clooney,Alex Borstein,31501218.0,5
Bennett Miller,Kwesi Ameyaw,28747570.0,5
Robert Rodriguez,Salma Hayek,25625110.0,5
Michael Winterbottom,Shirley Henderson,403932.0,3
Michael Anderson,Peter Ustinov,25000000.0,5
Guy Hamilton,Desmond Llewelyn,21000000.0,5
Craig R. Baxley,Carl Weathers,20257000.0,5
Neil Marshall,Craig Conway,26005908.0,5
Don Kempf,Bob Costas,18642318.0,5
Matt Bettinelli-Olpin,Vanessa Ray,15818967.0,5
David O. Russell,David Patrick Kelly,14891000.0,5
Rob Zombie,Lew Temple,16901126.0,5
Rick Famuyiwa,Kiersey Clemons,17474107.0,5
Michael Rymer,Nia Long,14003141.0,5
Sam Mendes,Rory Kinnear,304360277.0,8
Rob Zombie,Erin Daniels,12583510.0,5
Sharron Miller,Charles Aidman,,0
Ethan Coen,Peter Breitmayer,9190525.0,4
Aaron Schneider,Bill Cobbs,9176553.0,4
Steve Miner,Lori Singer,9094451.0,4
Gina Prince-Bythewood,Darryl Stephens,14612840.0,5
Tom Ford,Keri Lynn Pratt,9166863.0,4
Martin Scorsese,Roberts Blossom,8373585.0,4
Michael Corrente,Shawn Hatosy,7292175.0,4
Gurinder Chadha,Anupam Kher,6601079.0,4
Phillip Noyce,Deborah Mailman,6165429.0,4
Don Michael Paul,Lil' Wayne,5694308.0,4
Tony Maylam,Alastair Duncan,5430822.0,4
Mitch Davis,Miriama Smith,4720371.0,4
Yash Chopra,Anupam Kher,2921738.0,4
David Mamet,Jose Pablo Cantillo,2344847.0,4
Jay Duplass,Katie Aselton,7455447.0,4
Kevin Brodie,Jack Warden,2148212.0,4
Paul Schrader,Kurt Fuller,2062066.0,4
George Hickenlooper,Beth Grant,1654367.0,4
Lynne Ramsay,Ashley Gerasimovich,1738692.0,4
John Stephenson,Lesley Manville,2209479.0,4
Tim Chambers,Jennifer Butler,1889522.0,4
Curtis Hanson,Rick Rossovich,,0
Rodrigo García,Carla Gallo,1110286.0,4
Dick Richards,Jack O'Halloran,1000000.0,0
Jean-Marie Poiré,Valérie Lemercier,700000.0,3
Sofia Coppola,Erin Wasson,1768416.0,4
Bob Gosse,Derek Wayne Johnson,1425993.0,4
Alex Zamm,Larry Miller,306715.0,2
Spencer Susser,Rainn Wilson,382946.0,2
Richard Shepard,Richard Graham,518134.0,3
Gus Van Sant,,236266.0,2
Thaddeus O'Sullivan,Eleanor Bron,196067.0,2
Peter Sollett,Luke Grimes,532988.0,3
Shari Springer Berman,Dan Hedaya,453079.0,3
Aleksey German,Valentin Golubenko,,0
Stephen Milburn Anderson,Paul Sanchez,46451.0,1
Richard E. Grant,Miranda Richardson,233103.0,2
Troy Duffy,Bob Marley,,0
David Lam,Stephen Au,,0
Francis Ford Coppola,Joanne Whalley,,0
Vladlen Barbe,Ivan Okhlobystin,,0
Richard Rich,Cindy Robinson,,0
Clint Eastwood,Sydney Penny,41400000.0,5
Robert C. Cooper,Julian Sands,,0
Richard Linklater,Cole Hauser,7993039.0,4
Kenny Ortega,Olesya Rulin,,0
Kim Nguyen,John Ralston,,0
Jackie Earle Haley,Travis Aaron Wade,,0
Max Färberböck,Maria Schrader,927107.0,3
Arie Posin,Tim DeKay,49526.0,1
Damian Nieman,Mark De Alessandro,10696.0,1
Mark Tonderai,Gil Bellows,31607598.0,5
Denis Villeneuve,Ahmad Massad,6857096.0,4
Gabriele Muccino,Giulia Michelini,223878.0,2
Ian Fitzgibbon,Michael McElhatton,828.0,1
José Padilha,André Ramiro,8060.0,1
John R. Leonetti,Gabriel Bateman,84263837.0,6
Rachel Perkins,Jessica Mauboy,110029.0,2
John Singleton,Na'Blonka Durden,57504069.0,6
Luis Valdez,Danielle von Zerneck,54215416.0,6
Alan Alda,Sandy Dennis,,0
Brian De Palma,Nancy Allen,31899000.0,5
Stephen Sommers,Anne Heche,24103594.0,5
Doug Liman,Scott Wolf,16842303.0,5
Nicole Holofcener,Jake Cherry,13367101.0,5
Robert Wise,Eric Christmas,,0
Louis Morneau,Ned Bellamy,10149779.0,5
Caroline Link,Matthias Habich,6173485.0,4
Steve McQueen,James Badge Dale,4000304.0,4
Matthew Vaughn,Jamie Foreman,2338695.0,4
Sterling Van Wagenen,Brenda Strong,2024854.0,4
Zal Batmanglij,Jason Ritter,2268296.0,4
Michael Mayer,Sissy Spacek,1029017.0,4
Hans Petter Moland,Stellan Skarsgård,64148.0,1
Oren Moverman,Eamonn Walker,66637.0,1
Ian Sharp,Temuera Morrison,,0
Anton Corbijn,Alexandra Maria Lara,871577.0,3
James Cameron,Paul Winfield,38400000.0,5
Wolfgang Becker,Burghart Klaußner,4063859.0,4
Tom Hooper,Maurice Roëves,449558.0,3
Dan O'Bannon,Beverly Randolph,,0
Kevin Smith,Joey Lauren Adams,2122561.0,4
Randal Kleiser,Sid Caesar,181360000.0,7
Oliver Stone,Kevin Dillon,137963328.0,7
Michael Moore,Ricky Martin,119078393.0,7
George Roy Hill,Kenneth Mars,102308900.0,7
Robert Stevenson,Elsa Lanchester,102300000.0,7
Robert Redford,Judd Hirsch,54800000.0,6
Frank Coraci,Cécile De France,24004159.0,5
Jerome Robbins,Richard Beymer,43650000.0,5
Harold Ramis,Brian Doyle-Murray,39800000.0,5
Gary Hardwick,Jenifer Lewis,27457409.0,5
Rick Famuyiwa,Richard T. Jones,25047631.0,5
Bryan Singer,Kevin Pollak,23272306.0,5
Stephen Hopkins,Matthew Borlenghi,22168359.0,5
Walt Becker,Erik Estrada,21005329.0,5
Darren Aronofsky,Ajay Naidu,26236603.0,5
King Vidor,Jennifer Jones,20400000.0,5
Christopher Guest,Michael McKean,18621249.0,5
John Carpenter,Tom Atkins,25244700.0,5
Spike Lee,Bill Nunn,14545844.0,5
Fred Savage,Tamala Jones,13235267.0,5
Sammo Kam-Bo Hung,Rachel Blakely,12674183.0,5
Christopher Guest,Laura Harris,17508936.0,5
Donald Petrie,Conchata Ferrell,12793213.0,5
Peter Howitt,John Lynch,11883495.0,5
Rusty Cundieff,David Alan Grier,11797927.0,5
Kevin Macdonald,Abby Mukiibi Nkaaga,17605861.0,5
Dominique Othenin-Girard,Troy Evans,11642254.0,5
Richard Linklater,Rick Dial,9203192.0,4
Jean-Jacques Mantello,,7518876.0,4
Ed Harris,Amy Madigan,8596914.0,4
Risa Bramon Garcia,Gaby Hoffmann,6851636.0,4
Brian Klugman,Olivia Wilde,11434867.0,5
Matt Piedmont,Luis E. Carazo,5895238.0,4
Raymond De Felitta,Dominik García-Lorido,6670712.0,4
John Michael McDonagh,Wale Ojo,5359774.0,4
Deb Hagan,Haley Bennett,4693919.0,4
Sofia Coppola,Scott Glenn,4859475.0,4
Mark Herman,Brenda Blethyn,4595000.0,4
Zach Cregger,Raquel Alessi,4542775.0,4
Zach Braff,Michael Weston,3588432.0,4
Mark Tarlov,Lawrence Gilliard Jr.,4394936.0,4
John Cameron Mitchell,Andrea Martin,3029081.0,4
Sheldon Lettich,Todd Susman,3273588.0,4
Jon Knautz,Alexis Kendra,,0
Billy Ray,Cas Anvar,2207975.0,4
David Atkins,Polly Noonan,2025238.0,4
Patrick Stettner,Frederick Weller,1028337.0,4
Sam Peckinpah,L.Q. Jones,,0
Jonathan Levine,Method Man,2077046.0,4
Michael Crichton,Pamela Salem,,0
Lynne Ramsay,Paul Popplewell,267194.0,2
Sylvio Tabet,Marc Singer,869325.0,3
Rick Bieber,Sammy Nagi Njuguna,399611.0,2
Claude Chabrol,Mélanie Doutey,181798.0,2
Shana Feste,Cara Seymour,115862.0,2
Wayne Wang,Ji-hyun Jun,1346503.0,4
Joey Lauren Adams,Ritchie Montgomery,117560.0,2
Peter Cattaneo,Peter McNamara,54606.0,1
Fred Zinnemann,Vanessa Redgrave,,0
S.R. Bindler,Sarah Wright,36497.0,1
Tony Kaye,Bill Baird,23807.0,1
Greg Marcks,Shawn Hatosy,,0
Perry Lang,Tim Guinee,,0
Jake Goldberger,Robert Wahlberg,,0
Stefan Ruzowitzky,Sissy Spacek,65804.0,1
Vic Sarin,John Bell,,0
William Kaufman,Cole Hauser,,0
David Cronenberg,Reiner Schwarz,,0
Cédric Klapisch,Iddo Goldberg,3895664.0,4
Kate Barker-Froyland,Li Jun Li,20200.0,1
Barbet Schroeder,Agnes Bruckner,31874869.0,5
Martin Koolhoven,Martijn Lakemeier,542860.0,3
Charles Matthau,Bill Duke,,0
John Frankenheimer,Michel Simon,,0
Christopher M. Bessette,Trieu Tran,15059.0,1
Prachya Pinkaew,Johnny Nguyen,11905519.0,5
Gary Sinyor,Samuel West,69582.0,1
Gurinder Chadha,Anupam Kher,32541719.0,5
John Sayles,Timothy Hutton,3064356.0,4
Preston A. Whitmore II,Eva Marcille,7009668.0,4
Ashish R. Mohan,Johnny Lever,352684.0,2
Jaume Balagueró,Andrea Ros,27024.0,1
Stewart Raffill,Kayla Raparelli,531806.0,3
George Roy Hill,Ray Walston,159600000.0,7
Hugh Hudson,John Gielgud,58800000.0,6
Darren Grant,Tamara Taylor,50382128.0,6
Scott Hicks,Nicholas Bell,35811509.0,5
Joseph Gordon-Levitt,Tony Danza,24475193.0,5
Clint Eastwood,John Hillerman,,0
Terry Zwigoff,T.J. Thyne,6200756.0,4
Richard Eyre,Kris Marshall,1292119.0,4
William Sachs,Angelo Rossitto,,0
Christophe Barratier,Gérard Jugnot,3629758.0,4
Émile Gaudreault,Claudia Ferri,6239558.0,4
James Cox,Franky G,1056102.0,4
Spike Lee,Danny Aiello,27545445.0,5
James Toback,Joey Lauren Adams,56007.0,1
Aki Kaurismäki,Jean-Pierre Darroussin,611709.0,3
Gaspar Noé,Jo Prestia,753501.0,3
Hitoshi Matsumoto,Shinobu Terajima,22770.0,1
Rakeysh Omprakash Mehra,Madhavan,2197331.0,4
Collin Schiffli,David Dastmalchian,,0
George Ratliff,Mike Eshaq,27445.0,1
David Wain,Ron Silver,766487.0,3
Shane Meadows,Shane Meadows,18434.0,1
Morten Tyldum,Julie R. Ølgaard,1196752.0,4
Jon Wright,Bronagh Gallagher,,0
Michael McGowan,Gordon Pinsent,795126.0,3
Liv Ullmann,Colin Farrell,,0
Jeannot Szwarc,George Voskovec,,0
Rohan Sippy,Prateik,563699.0,3
James Wan,Leigh Whannell,83574831.0,6
Darren Lynn Bousman,Shawnee Smith,87025093.0,6
Dan Trachtenberg,Sumalee Montano,71897215.0,6
Jeff Tremaine,Chris Pontius,64267897.0,6
David F. Sandberg,Gabriel Bateman,56536016.0,6
Henry Joost,Christopher Nicholas Smith,104007828.0,7
Stiles White,Daren Kagasoff,50820940.0,6
Chuck Russell,Jennifer Rubin,44793200.0,5
Joel Edgerton,Wendell Pierce,43771291.0,5
Eugenio Derbez,Hugo Stiglitz,44456509.0,5
Henry Joost,Alisha Boe,53884821.0,6
Henry Koster,Victor Mature,36000000.0,5
Blake Edwards,Catherine Schell,,0
Rachel Talalay,Yaphet Kotto,34872293.0,5
Patty Jenkins,Pruitt Taylor Vince,34468224.0,5
Richard Fleischer,Paul Lukas,,0
Christopher Landon,Molly Ephraim,32453345.0,5
David Lynch,Dexter Fletcher,,0
Jean-Marc Vallée,Denis O'Hare,27296514.0,5
David Gelb,Donald Glover,25799043.0,5
Christopher Nolan,Jorja Fox,25530884.0,5
Mike Flanagan,Garrett Ryan,27689474.0,5
Kevin Smith,Brian O'Halloran,24138847.0,5
Stephen Daldry,Jamie Draven,21994911.0,5
Nat Faxon,Jim Rash,21501098.0,5
George Jackson,Helen Martin,19281235.0,5
George Miller,Tom Burlinson,,0
Maurice Joyce,Alice Playten,19421271.0,5
Robert Duvall,June Carter Cash,20733485.0,5
Frank Perry,Diana Scarwid,,0
Jesse Peretz,Steve Coogan,24809547.0,5
Stephen Hopkins,David Kross,19097994.0,5
Ice Cube,Chrystale Wilson,23031390.0,5
Tim Blake Nelson,John Heard,16017403.0,5
John Erick Dowdle,Perdita Weeks,21197315.0,5
Bille Woodruff,Sharon Leal,17382982.0,5
Kasi Lemmons,Diahann Carroll,14821531.0,5
Richard Glatzer,Seth Gilliam,18656400.0,5
Michael Curtiz,Jean Simmons,,0
Bruce Malmuth,Persis Khambatta,,0
Rob Hedden,Scott Reeves,14343976.0,5
Joel Zwick,Lainie Kazan,241437427.0,8
Harmony Korine,Rachel Korine,14123773.0,5
Joe Chappelle,Mitchell Ryan,15126948.0,5
Alfonso Cuarón,María Aura,13622333.0,5
Edgar Wright,Rafe Spall,13464388.0,5
Mickey Liddell,Haley Bennett,13350177.0,5
John Sayles,Miriam Colon,13269963.0,5
Dwight H. Little,Ellie Cornell,17768000.0,5
Fred Walton,Clayton Rohner,12947763.0,5
Barry Levinson,Ellen Barkin,14100000.0,5
Steve Carver,Robert Beltran,12200000.0,5
Gonzalo López-Gallego,Andrew Airlie,17683670.0,5
Christine Jeffs,Paul Dooley,12055108.0,5
John Erick Dowdle,Sahajak Boonthanakit,27285953.0,5
Don Coscarelli,Rip Torn,,0
King Vidor,Finlay Currie,,0
Michael Tiddes,Russell Peters,11675178.0,5
Bill Duke,Wood Harris,10572742.0,5
Frank Borzage,Adolphe Menjou,,0
Bille Woodruff,Lauren London,9658370.0,4
Mamoru Hosoda,Mona Marshall,9628751.0,4
Brian Dannelly,Eva Amurri Martino,8786715.0,4
Denys Arcand,Marina Hands,3432342.0,4
Richard Lester,Nicol Williamson,,0
J.S. Cardone,Izabella Miko,6755271.0,4
Guy Hamilton,Franco Nero,,0
Jay Levey,Michael Richards,6157157.0,4
Nicholaus Goossen,Shirley Jones,6088249.0,4
Tamara Jenkins,Jessica Walter,5480318.0,4
Sergio Leone,Jack Elam,,0
Jon Favreau,Jonathan Silverman,5308707.0,4
Duncan Jones,Benedict Wong,5009677.0,4
Scott Marshall,Carter Jenkins,4328294.0,4
Ronan Chapalain,Chloe Hollings,4074023.0,4
Atom Egoyan,Simon Baker,4306697.0,4
Xavier Beauvois,Olivier Rabourdin,3950029.0,4
Randall Miller,Greg Collins,4040588.0,4
Jerry Belson,Bess Armstrong,,0
Peter Jackson,Liz Mullane,3049135.0,4
Michael Polish,Cynthia Barrett,4700361.0,4
Dan Rush,Stephen Root,2711210.0,4
Jake Kasdan,Angela Featherstone,1980338.0,4
Brad Anderson,Reg E. Cathey,1082044.0,4
Paul Schrader,David Clennon,1100000.0,4
Michael Cuesta,Robert Pralgo,2445646.0,4
John Cameron Mitchell,Tammy Blanchard,2221809.0,4
Fenton Bailey,Marilyn Manson,296665.0,2
Jeremy Saulnier,Joe Cole,3219029.0,4
Billy Kent,Winter Ave Zoli,,0
James Manera,Kristoffer Polaha,830210.0,3
Wes Anderson,Lumi Cavazos,1040879.0,4
Kevin Spacey,Faye Dunaway,326308.0,2
Feroz Abbas Khan,Darshan Jariwala,240425.0,2
Errol Morris,Ken Davis,228830.0,2
Dennis Hopper,Jim Byrnes,,0
Eli Craig,Chelan Simmons,223615.0,2
Nicholas Fackler,Martin Landau,124720.0,2
Richard Wallace,Laraine Day,,0
